"ID","Cement","Blasr","FlyAsh","Water","Superplasticizer","CoarseAggregate","FineAggregate","Age","strength"
"447",0.143835616438356,0.357540345019477,0.660169915042479,0.425718849840256,0.251552795031056,0.595348837209302,0.382839939789262,0.151098901098901,0.640214276815747
"639",0.623287671232877,0,0,0.512779552715655,0,0.688953488372093,0.411440040140492,0.0741758241758242,0.446991404011461
"115",0.594977168949772,0.525876460767947,0,0.344249201277955,0.360248447204969,0.417732558139535,0.405920722528851,0.0164835164835165,0.256260122087953
"687",0.464155251141553,0.566221480244853,0,0.652555910543131,0,0.477906976744186,0.092824887104867,0.00549450549450549,0.147128441509904
"170",0.737442922374429,0.295770728992766,0,0.253194888178914,0.512422360248447,0.148546511627907,0.735323632714501,0.247252747252747,0.783231593372368
"588",0.310958904109589,0.441847523650529,0,0.51038338658147,0,0.696511627906977,0.351981936778725,0.0741758241758242,0.30621651924754
"177",0.633561643835616,0.420701168614357,0,0.256389776357828,0.493788819875776,0.968895348837209,0.0275965880582037,0.247252747252747,0.674847390058552
"593",0.64041095890411,0,0,0.51038338658147,0,0.717441860465116,0.364525840441545,0.0741758241758242,0.437398779120468
"199",0.211643835616438,0,0.502248875562219,0.349840255591054,0.232919254658385,0.597093023255814,0.782488710486703,0.271978021978022,0.43615298368008
"655",0.0470319634703196,0.511686143572621,0,0.652555910543131,0,0.456976744186047,0.517059708981435,0.0741758241758242,0.273576678709356
"389",0.646118721461187,0,0.679660169915043,0.289137380191693,0.62111801242236,0.296511627906977,0.436527847466131,0.0741758241758242,0.66301233337486
"569",0.67351598173516,0,0,0.51038338658147,0,0.696511627906977,0.351981936778725,0.0164835164835165,0.288027905817865
"129",0.684474885844749,0.263494713411241,0,0.204472843450479,0.354037267080745,0.423837209302325,0.647516307074762,0.0741758241758242,0.824342842905195
"243",0.291552511415525,0,0.590704647676162,0.586261980830671,0.18944099378882,0.660174418604651,0.410436527847466,0.151098901098901,0.361529836800797
"553",0.129680365296804,0.662771285475793,0,0.51038338658147,0,0.696511627906977,0.351981936778725,0.0164835164835165,0.0908184876043354
"572",0.287671232876712,0.951864218141347,0,0.51038338658147,0,0.45,0.201455092824887,0.0741758241758242,0.465553756073253
"221",0.14634703196347,0,0.816091954022989,0.436900958466454,0.139751552795031,0.748837209302325,0.466884094330156,0.0357142857142857,0.288401644449981
"323",0.335844748858447,0,0.493753123438281,0.289936102236422,0.397515527950311,0.543023255813953,0.740090316106372,0.151098901098901,0.494580789834309
"182",0.657305936073059,0.525876460767947,0,0.192492012779553,0.683229813664596,0.417732558139535,0.405920722528851,0.247252747252747,1
"647",0.338356164383562,0.464106844741235,0,0.652555910543131,0,0.513372093023256,0.251128951329654,0.244505494505494,0.565341970848387
"292",0.182648401826484,0.125765164162493,0.609695152423788,0.386581469648562,0.254658385093168,0.751162790697675,0.468389362769694,0.0741758241758242,0.360533200448486
"607",0.305936073059361,0,0,0.57667731629393,0,0.48546511627907,0.730055193176116,0.0357142857142857,0.130933100784851
"173",0.737442922374429,0.295770728992766,0,0.253194888178914,0.512422360248447,0.148546511627907,0.735323632714501,0.247252747252747,0.783231593372368
"179",0.420776255707763,0.558987200890373,0,0.182907348242811,0.347826086956522,0.591860465116279,0.526091319618665,0.247252747252747,0.927743864457456
"49",0.309360730593607,0.660823594880356,0,0.848242811501597,0,0.380813953488372,0,0.0164835164835165,0.298118848885013
"84",0.594977168949772,0.525876460767947,0,0.344249201277955,0.360248447204969,0.417732558139535,0.405920722528851,0.00549450549450549,0.410738756696151
"40",0.309360730593607,0.660823594880356,0,0.848242811501597,0,0.380813953488372,0,0.491758241758242,0.422573813379843
"343",0.445662100456621,0,0.587206396801599,0.42332268370607,0.295031055900621,0.644767441860465,0.400150526843954,0.151098901098901,0.618288277064906
"325",0.343150684931507,0,0.493753123438281,0.195686900958467,0.440993788819876,0.543023255813953,0.740090316106372,0.00549450549450549,0.2423072131556
"183",0.594977168949772,0.525876460767947,0,0.344249201277955,0.360248447204969,0.417732558139535,0.405920722528851,0.247252747252747,0.958888750467173
"561",0.271232876712329,0.409571508069004,0,0.51038338658147,0,0.738372093023256,0.377069744104365,0.0741758241758242,0.291765292139031
"590",0.541552511415525,0,0,0.51038338658147,0,0.779651162790698,0.402157551430005,0.0741758241758242,0.368381711722935
"385",0.945205479452055,0,0,0.321086261980831,0.254658385093168,0,0.521826392373307,0.0741758241758242,0.486358539927744
"591",0.310730593607306,0,0,0.51038338658147,0,0.923837209302325,0.489964877069744,0.0164835164835165,0.0997882147751339
"584",0.248173515981735,0.87952142459655,0,0.51038338658147,0,0.511627906976744,0.239086803813347,0.0741758241758242,0.442008222249907
"585",0.287671232876712,0.951864218141347,0,0.51038338658147,0,0.45,0.201455092824887,0.0164835164835165,0.244051326772144
"589",0.192237442922374,0.345297718419588,0,0.51038338658147,0,0.82093023255814,0.427245358755645,0.0164835164835165,0.0706366014700386
"523",0.415525114155251,0.0417362270450751,0.704647676161919,0.456869009584665,0.170807453416149,0.119186046511628,0.519317611640743,0.151098901098901,0.525601096299988
"159",0.769406392694064,0.492487479131887,0,0.512779552715655,0.34472049689441,0.243895348837209,0.285750125439037,0.151098901098901,0.864208296997633
"552",0.349315068493151,0,0,0.560702875399361,0,0.258139534883721,0.880582037129955,0.00549450549450549,0.073128192350816
"400",0.301369863013699,0.434056761268781,0,0.536741214057508,0.183229813664596,0.523255813953488,0.41645760160562,0.0741758241758242,0.460570574311698
"467",0.201598173515982,0,0.625687156421789,0.357827476038339,0.307453416149068,0.808139534883721,0.514049172102358,0.271978021978022,0.389061916033387
"660",0.0143835616438356,0.451864218141347,0,0.652555910543131,0,0.398837209302326,0.639739086803813,0.244505494505494,0.335118973464557
"451",0.16324200913242,0.139398998330551,0.867066466766617,0.343450479233227,0.201863354037267,0.596511627906977,0.500501756146513,0.151098901098901,0.640837174535941
"113",0.769406392694064,0.492487479131887,0,0.512779552715655,0.34472049689441,0.243895348837209,0.285750125439037,0.0164835164835165,0.669864208296998
"344",0.445662100456621,0,0.587206396801599,0.42332268370607,0.295031055900621,0.644767441860465,0.400150526843954,0.271978021978022,0.677837299115485
"391",0.794748858447489,0.139120756816917,0,0.624600638977636,0.093167701863354,0.940116279069768,0.0481685900652284,0.0741758241758242,0.461567210664009
"126",0.98013698630137,0,0,0.159744408945687,0.875776397515528,0.148546511627907,0.751881585549423,0.0741758241758242,0.673601594618164
"293",0.182648401826484,0.125765164162493,0.609695152423788,0.386581469648562,0.254658385093168,0.751162790697675,0.468389362769694,0.151098901098901,0.512893982808023
"703",0.223744292237443,0.370061213132999,0,0.560702875399361,0,0.477906976744186,0.532363271450075,0.0164835164835165,0.184876043353681
"393",0.527397260273973,0.048692264885921,0.814592703648176,0.361022364217252,0.555900621118012,0.566860465116279,0.14550928248871,0.0741758241758242,0.559985050454715
"137",0.657305936073059,0.525876460767947,0,0.192492012779553,0.683229813664596,0.417732558139535,0.405920722528851,0.0741758241758242,0.899090569328516
"305",0.399771689497717,0,0.486756621689155,0.309904153354633,0.366459627329193,0.502616279069767,0.706472654290015,0.00549450549450549,0.259250031144886
"404",0.579908675799087,0.331107401224263,0,0.305111821086262,0.279503105590062,0.755813953488372,0.15805318615153,0.0741758241758242,0.70599227606827
"612",0.399543378995434,0,0,0.552715654952077,0,0.48546511627907,0.657300551931761,0.0357142857142857,0.235829076865579
"185",0.274885844748858,0,0.483258370814593,0.539137380191693,0.139751552795031,0.482848837209302,0.693176116407426,0.00549450549450549,0.115236078235954
"425",0.16324200913242,0.139398998330551,0.867066466766617,0.343450479233227,0.201863354037267,0.596511627906977,0.500501756146513,0.0357142857142857,0.38221004111125
"167",0.623287671232877,0.260990539788536,0,0.0383386581469648,0.726708074534161,0.148546511627907,1,0.247252747252747,0.749595116481874
"646",0.231735159817352,0.849471341124096,0,0.652555910543131,0,0.472093023255814,0.0903161063723031,0.0164835164835165,0.214401395290893
"551",0.664383561643836,0,0,0.560702875399361,0,0.405813953488372,0.480682388359257,0.0164835164835165,0.316556621402766
"475",0.785388127853881,0.0667779632721202,0.39480259870065,0.321086261980831,0.319875776397516,0.482558139534884,0.296036126442549,0.0741758241758242,0.636103151862464
"88",0.420776255707763,0.558987200890373,0,0.182907348242811,0.347826086956522,0.591860465116279,0.526091319618665,0.00549450549450549,0.274947053693783
"123",0.837899543378995,0.326099053978854,0,0.12779552715655,1,0.148546511627907,0.618414450577019,0.0741758241758242,0.804410115858976
"31",0.461187214611872,0.211463550361714,0,0.848242811501597,0,0.380813953488372,0.190667335674862,1,0.659399526597733
"120",0.737442922374429,0.295770728992766,0,0.236421725239617,0.577639751552795,0.392441860465116,0.526091319618665,0.0741758241758242,0.740874548399153
"48",0.634703196347032,0.264329437952142,0,0.848242811501597,0,0.380813953488372,0,0.491758241758242,0.478759187741373
"361",0.265296803652968,0.151919866444073,0.618690654672664,0.151757188498403,0.369565217391304,0.798546511627907,0.498494731560462,0.0357142857142857,0.418961006602716
"362",0.265296803652968,0.151919866444073,0.618690654672664,0.151757188498403,0.369565217391304,0.798546511627907,0.498494731560462,0.0741758241758242,0.662514015198704
"653",0,0.425709515859766,0,0.560702875399361,0,0.25,0.873055694932263,0.00549450549450549,0.0279058178647066
"444",0.211643835616438,0,0.502248875562219,0.386581469648562,0.232919254658385,0.572674418604651,0.772202709483191,0.0741758241758242,0.435280926871808
"205",0.251369863013699,0,0.607696151924038,0.467252396166134,0.177018633540373,0.745930232558139,0.464877069744104,0.00549450549450549,0.126323657655413
"366",0.257762557077626,0.149693934335003,0.609195402298851,0.269968051118211,0.298136645962733,0.620058139534884,0.468138484696438,0.0357142857142857,0.451850006228977
"359",0.4,0.27212020033389,0.122438780609695,0.310702875399361,0.347826086956522,0.757848837209302,0.472905168088309,0.271978021978022,0.80503301357917
"491",0.650684931506849,0.0556483027267668,0.469765117441279,0.281150159744409,0.360248447204969,0.398255813953488,0.629703963873557,0.00549450549450549,0.404136040862091
"472",0.785388127853881,0.0667779632721202,0.39480259870065,0.321086261980831,0.360248447204969,0.482558139534884,0.296036126442549,0.0741758241758242,0.681450105892612
"198",0.211643835616438,0,0.502248875562219,0.349840255591054,0.232919254658385,0.597093023255814,0.782488710486703,0.151098901098901,0.394045097794942
"111",0.420776255707763,0.558987200890373,0,0.182907348242811,0.347826086956522,0.591860465116279,0.526091319618665,0.0164835164835165,0.444375233586645
"438",0.16324200913242,0.139398998330551,0.867066466766617,0.343450479233227,0.201863354037267,0.596511627906977,0.500501756146513,0.0741758241758242,0.446866824467423
"160",0.657305936073059,0.525876460767947,0,0.192492012779553,0.683229813664596,0.417732558139535,0.405920722528851,0.151098901098901,0.960134545907562
"308",0.399771689497717,0,0.486756621689155,0.309904153354633,0.366459627329193,0.502616279069767,0.706472654290015,0.151098901098901,0.60682695901333
"332",0.330593607305936,0,0.625187406296852,0.171725239616614,0.372670807453416,0.830813953488372,0.519066733567486,0.0741758241758242,0.625015572443005
"698",0.0143835616438356,0.451864218141347,0,0.652555910543131,0,0.398837209302326,0.639739086803813,0.0164835164835165,0.0671483742369503
"376",0.625570776255708,0,0,0.741214057507987,0,0.588662790697674,0.422478675363773,0.0357142857142857,0.290145758066525
"671",0.464155251141553,0.566221480244853,0,0.652555910543131,0,0.477906976744186,0.092824887104867,0.0741758241758242,0.511399028279557
"165",0.737442922374429,0.295770728992766,0,0.253194888178914,0.512422360248447,0.148546511627907,0.735323632714501,0.247252747252747,0.783231593372368
"680",0.251141552511416,0.393155258764608,0,0.652555910543131,0,0.501162790697674,0.39136979427998,0.0741758241758242,0.382085461567211
"623",0.468036529680365,0,0,0.568690095846645,0,0.48546511627907,0.546914199698946,1,0.421328017939454
"549",0.426940639269406,0,0,0.560702875399361,0,0.326162790697675,0.755895634721525,0.0741758241758242,0.289522860346331
"458",0.341095890410959,0,0.591204397801099,0.567891373801917,0.180124223602484,0.705232558139535,0.402157551430005,0.151098901098901,0.460196835679581
"329",0.343150684931507,0,0.493753123438281,0.195686900958467,0.440993788819876,0.543023255813953,0.740090316106372,0.271978021978022,0.730285287155849
"42",0.743150684931507,0.132164718976071,0,0.848242811501597,0,0.380813953488372,0,1,0.5153855736888
"105",0.494977168949772,0.591263216471898,0,0.270766773162939,0.444099378881988,0.148546511627907,0.718514801806322,0.0164835164835165,0.387068643328765
"187",0.274885844748858,0,0.483258370814593,0.539137380191693,0.139751552795031,0.482848837209302,0.693176116407426,0.0741758241758242,0.281051451351688
"721",0.231735159817352,0.849471341124096,0,0.652555910543131,0,0.472093023255814,0.0903161063723031,0.244505494505494,0.617042481624517
"230",0.255022831050228,0.272954924874791,0.122438780609695,0.478434504792332,0.214285714285714,0.769767441860465,0.480180632212745,0.00549450549450549,0.195216145508907
"704",0.223744292237443,0.370061213132999,0,0.560702875399361,0,0.477906976744186,0.532363271450075,0.0741758241758242,0.35019309829326
"502",0.888127853881279,0.0723427935447969,0.614692653673163,0.704472843450479,0.12111801242236,0.23546511627907,0.263421976919217,0.00549450549450549,0.290021178522487
"415",0.201598173515982,0,0.625687156421789,0.357827476038339,0.307453416149068,0.808139534883721,0.514049172102358,0.00549450549450549,0.127320294007724
"14",0.200913242009132,0.528658875904285,0,0.848242811501597,0,0.380813953488372,0.190667335674862,0.244505494505494,0.498318176155475
"192",0.300913242009132,0,0.472763618190905,0.607827476038339,0.142857142857143,0.424418604651163,0.647767185148018,0.0741758241758242,0.25551264482372
"479",0.785388127853881,0.0667779632721202,0.39480259870065,0.321086261980831,0.360248447204969,0.482558139534884,0.296036126442549,0.0164835164835165,0.6189111747851
"462",0.149315068493151,0.361435726210351,0.642678660669665,0.428913738019169,0.24223602484472,0.596802325581395,0.382839939789262,0.271978021978022,0.639466799551514
"661",0.0319634703196347,0.481357818586533,0,0.560702875399361,0,0.316279069767442,0.747365780230808,0.244505494505494,0.357418711847515
"17",0.0858447488584475,0.582637729549249,0,0.560702875399361,0,0.715116279069767,0.53411941796287,0.244505494505494,0.461318051575931
"470",0.211643835616438,0,0.502248875562219,0.386581469648562,0.232919254658385,0.572674418604651,0.772202709483191,0.271978021978022,0.522611187243055
"483",0.785388127853881,0.0667779632721202,0.39480259870065,0.321086261980831,0.360248447204969,0.482558139534884,0.296036126442549,0.151098901098901,0.670362526473153
"117",0.621004566210046,0.526432943795214,0,0.385782747603834,0.313664596273292,0.363662790697674,0.408178625188159,0.0741758241758242,0.732029400772393
"611",0.305936073059361,0,0,0.568690095846645,0,0.48546511627907,0.730055193176116,1,0.283418462688427
"13",0.743150684931507,0.132164718976071,0,0.848242811501597,0,0.380813953488372,0,0.739010989010989,0.506789585150118
